"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Alcohol-related hospital admissions","Knapdale","S02001377","Intermediate zone",2010,"2010/11 financial year",21,647.36,387.95,1010.07,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Whisky Isles","S02001378","Intermediate zone",2010,"2010/11 financial year",15,374.92,213.29,610.14,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kintyre Trail","S02001379","Intermediate zone",2010,"2010/11 financial year",9,332.54,148.27,629.2,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Campbeltown","S02001380","Intermediate zone",2010,"2010/11 financial year",84,1795.87,1426.93,2229.47,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Bute","S02001381","Intermediate zone",2010,"2010/11 financial year",15,582.82,290.62,1019.37,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Rothesay Town","S02001382","Intermediate zone",2010,"2010/11 financial year",51,1407.4,1027.42,1875.65,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Cowal South","S02001383","Intermediate zone",2010,"2010/11 financial year",24,996.53,618.08,1507.07,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Cowal North","S02001384","Intermediate zone",2010,"2010/11 financial year",12,338.02,165.68,599.5,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Hunter's Quay","S02001385","Intermediate zone",2010,"2010/11 financial year",42,856.74,608.61,1169.16,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dunoon","S02001386","Intermediate zone",2010,"2010/11 financial year",93,1932.88,1558.24,2369.67,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Garelochhead","S02001387","Intermediate zone",2010,"2010/11 financial year",27,467.77,293.5,701.5,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Helensburgh West & Rhu","S02001388","Intermediate zone",2010,"2010/11 financial year",33,727.57,491.35,1034,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Helensburgh North","S02001389","Intermediate zone",2010,"2010/11 financial year",15,339.17,180.69,575.95,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Helensburgh Centre","S02001390","Intermediate zone",2010,"2010/11 financial year",36,1185.52,811.96,1666.43,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Helensburgh East","S02001391","Intermediate zone",2010,"2010/11 financial year",33,857.56,586.32,1208.06,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Lomond Shore","S02001392","Intermediate zone",2010,"2010/11 financial year",21,517.02,313.38,801.76,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Tullibody South","S02001393","Intermediate zone",2010,"2010/11 financial year",15,364.8,192.68,621.96,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Tullibody North & Glenochil","S02001394","Intermediate zone",2010,"2010/11 financial year",24,454.01,276.49,693.49,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Menstrie","S02001395","Intermediate zone",2010,"2010/11 financial year",9,331,146.75,635.47,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Alva","S02001396","Intermediate zone",2010,"2010/11 financial year",39,772.44,550.35,1053.67,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Fishcross, Devon Village & Coalsnaughton","S02001397","Intermediate zone",2010,"2010/11 financial year",9,362.99,153.58,719.9,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Tillicoultry","S02001398","Intermediate zone",2010,"2010/11 financial year",18,382.54,227.25,601.59,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dollar & Muckhart","S02001399","Intermediate zone",2010,"2010/11 financial year",6,127.44,37.9,303.63,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Clackmannan, Kennet & Forestmill","S02001400","Intermediate zone",2010,"2010/11 financial year",6,111.32,35.35,260.8,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Sauchie","S02001401","Intermediate zone",2010,"2010/11 financial year",24,474.36,302.98,707,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Alloa South & East","S02001402","Intermediate zone",2010,"2010/11 financial year",51,1106.57,821.01,1457.75,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Alloa North","S02001403","Intermediate zone",2010,"2010/11 financial year",21,385.01,240.34,584.12,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Alloa West","S02001404","Intermediate zone",2010,"2010/11 financial year",6,194.4,75.07,405.53,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stranraer West","S02001405","Intermediate zone",2010,"2010/11 financial year",27,813.74,536.38,1181.74,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stranraer East","S02001406","Intermediate zone",2010,"2010/11 financial year",18,612.51,350.68,989.29,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stranraer South","S02001407","Intermediate zone",2010,"2010/11 financial year",15,373.4,203.04,627.92,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Rhins North","S02001408","Intermediate zone",2010,"2010/11 financial year",15,317.81,171.98,535.7,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Rhins South","S02001409","Intermediate zone",2010,"2010/11 financial year",12,647.53,315.63,1169.98,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Machars North","S02001410","Intermediate zone",2010,"2010/11 financial year",15,580.47,304.38,982.27,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Machars South","S02001411","Intermediate zone",2010,"2010/11 financial year",12,231.01,117.58,406.09,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Newton Stewart","S02001412","Intermediate zone",2010,"2010/11 financial year",30,577.83,388.69,825.24,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Gatehouse","S02001413","Intermediate zone",2010,"2010/11 financial year",3,119.73,28.95,313.5,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkcudbright","S02001414","Intermediate zone",2010,"2010/11 financial year",15,246.17,134.04,411.39,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Castle Douglas","S02001415","Intermediate zone",2010,"2010/11 financial year",21,453.61,274.96,701.36,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dalbeattie","S02001416","Intermediate zone",2010,"2010/11 financial year",21,502.95,306.76,775.03,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dalbeattie Rural","S02001417","Intermediate zone",2010,"2010/11 financial year",0,103.42,7.32,386.03,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Glenkens","S02001418","Intermediate zone",2010,"2010/11 financial year",15,523.86,269.39,898.86,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Upper Nithsdale","S02001419","Intermediate zone",2010,"2010/11 financial year",24,496.29,311.31,749.08,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Thornhill","S02001420","Intermediate zone",2010,"2010/11 financial year",9,247.86,113.14,464.76,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Mid Nithsdale","S02001421","Intermediate zone",2010,"2010/11 financial year",12,244.88,125.34,429.4,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Shawhead","S02001422","Intermediate zone",2010,"2010/11 financial year",15,553.67,308.2,915.41,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Lochside & Lincluden","S02001423","Intermediate zone",2010,"2010/11 financial year",81,1533.81,1215.93,1908.5,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Summerville","S02001424","Intermediate zone",2010,"2010/11 financial year",36,801.82,558.7,1113.7,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Troqueer","S02001425","Intermediate zone",2010,"2010/11 financial year",27,814.29,537.48,1181.54,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","New Abbey","S02001426","Intermediate zone",2010,"2010/11 financial year",12,385.4,194.8,674.59,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kingholm","S02001427","Intermediate zone",2010,"2010/11 financial year",15,444.31,237.83,752.8,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Calside","S02001428","Intermediate zone",2010,"2010/11 financial year",12,445.29,212.7,804.31,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Georgetown","S02001429","Intermediate zone",2010,"2010/11 financial year",21,664.6,402.52,1031.04,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dumfries Central","S02001430","Intermediate zone",2010,"2010/11 financial year",57,1838.29,1392.15,2380.9,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Nunholm","S02001431","Intermediate zone",2010,"2010/11 financial year",21,699.42,435.75,1062.32,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Locharbriggs","S02001432","Intermediate zone",2010,"2010/11 financial year",21,682.86,426.01,1036.35,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Heathhall","S02001433","Intermediate zone",2010,"2010/11 financial year",9,363.02,163.54,692.67,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Collin","S02001434","Intermediate zone",2010,"2010/11 financial year",6,288.02,108.98,604.81,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Lochmaben","S02001435","Intermediate zone",2010,"2010/11 financial year",6,196.05,78.07,404.8,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Lockerbie","S02001436","Intermediate zone",2010,"2010/11 financial year",30,599.02,397.97,864.45,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Moffat","S02001437","Intermediate zone",2010,"2010/11 financial year",24,629.9,400.85,938.9,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Langholm & Eskdale","S02001438","Intermediate zone",2010,"2010/11 financial year",3,81.81,14.46,243.8,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Annandale East","S02001439","Intermediate zone",2010,"2010/11 financial year",12,308.62,154.25,546.91,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Annandale West","S02001440","Intermediate zone",2010,"2010/11 financial year",9,332.18,157.89,612.76,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Annan West","S02001441","Intermediate zone",2010,"2010/11 financial year",42,1283.34,923.18,1735.59,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Annan East","S02001442","Intermediate zone",2010,"2010/11 financial year",36,653.1,453.99,909.44,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Eastriggs","S02001443","Intermediate zone",2010,"2010/11 financial year",9,315.44,136.32,611.44,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Gretna","S02001444","Intermediate zone",2010,"2010/11 financial year",3,86.03,23.12,220.29,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
